subject,session_code,lab_visit,total_runtime_mins,block_type,dom_key,nondom_key,gradcpt_trial,frame_count,transition_step,coherence,condition,resp_key,rt
05,2,2,12.521590366666667,gonogo,f,j,259,24842,67,0.6979166666666666,dom,f,0.546831
05,2,2,12.53902155,gonogo,f,j,260,24967,96,1.0,nondom,0,0.0
05,2,2,12.5488941,gonogo,f,j,261,25039,72,0.75,dom,f,0.592326
05,2,2,12.562185566666667,gonogo,f,j,262,25134,71,0.7395833333333334,dom,f,0.582111
05,2,2,12.574569266666666,gonogo,f,j,263,25223,64,0.6666666666666666,dom,f,0.528795
05,2,2,12.592455666666666,gonogo,f,j,264,25351,96,1.0,nondom,0,0.0
05,2,2,12.602839566666667,gonogo,f,j,265,25427,76,0.7916666666666666,dom,f,0.623006
05,2,2,12.619019316666668,gonogo,f,j,266,25543,96,1.0,dom,0,0.0
05,2,2,12.62006225,gonogo,f,j,267,25551,8,0.08333333333333333,dom,f,0.062549
05,2,2,12.628354066666667,gonogo,f,j,267,25611,68,0.7083333333333334,dom,f,0.560061
05,2,2,12.6424343,gonogo,f,j,268,25712,73,0.7604166666666666,dom,f,0.60119
05,2,2,12.659110883333334,gonogo,f,j,269,25831,96,1.0,nondom,0,0.0
05,2,2,12.671041383333334,gonogo,f,j,270,25917,86,0.8958333333333334,dom,f,0.715805
05,2,2,12.68388045,gonogo,f,j,271,26010,83,0.8645833333333334,dom,f,0.68913
05,2,2,12.697163183333334,gonogo,f,j,272,26106,83,0.8645833333333334,dom,f,0.685238
05,2,2,12.712426783333333,gonogo,f,j,273,26215,96,1.0,dom,0,0.0
05,2,2,12.715384866666666,gonogo,f,j,274,26237,22,0.22916666666666666,dom,f,0.177457
05,2,2,12.723530983333335,gonogo,f,j,274,26296,81,0.84375,dom,f,0.666226
05,2,2,12.739104816666666,gonogo,f,j,275,26407,96,1.0,dom,0,0.0
05,2,2,12.7442823,gonogo,f,j,276,26445,38,0.3958333333333333,nondom,f,0.310622
05,2,2,12.761634433333334,gonogo,f,j,277,26570,67,0.6979166666666666,dom,f,0.552838
05,2,2,12.777783300000001,gonogo,f,j,278,26687,88,0.9166666666666666,dom,f,0.7215
05,2,2,12.791955633333334,gonogo,f,j,279,26789,94,0.9791666666666666,dom,f,0.769093
05,2,2,12.805815516666666,gonogo,f,j,280,26887,96,1.0,dom,0,0.0
05,2,2,12.80735815,gonogo,f,j,281,26900,13,0.13541666666666666,dom,f,0.092534
