thisN,thisTrialN,thisRepN,block_start_key_resp.keys,block_start_key_resp.rt,block_start_key_resp.duration,es_gradcpt_slider.response,es_gradcpt_slider.rt,es_gradcpt_key_resp.keys,es_gradcpt_key_resp.rt,es_gradcpt_key_resp.duration,block_rest_key_resp.keys,block_rest_key_resp.rt,block_rest_key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ES_loop.thisRepN,ES_loop.thisTrialN,ES_loop.thisN,ES_loop.thisIndex,thisRow.t,notes,estimate_frame_rate.started,frame_rate_prompt.started,estimate_frame_rate.stopped,welcome.started,welcome_key_resp.started,welcome_text.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,gradcpt_prep.started,gradcpt_prep_text.started,key_resp.started,gradcpt_prep.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_start.started,black_start_text.started,block_start_key_resp.started,block_start.stopped,blocks.block_start_key_resp.keys,blocks.block_start_key_resp.rt,blocks.block_start_key_resp.duration,prepare_block.started,prepare_block_text.started,prepare_block.stopped,gradcpt_stim.started,gradcpt_image.started,gradcpt_stim.stopped,ES_gradcpt.started,es_text_component_gradcpt.started,es_gradcpt_slider.started,low_anchor_gradcpt.started,es_gradcpt_mouse.started,high_anchor_gradcpt.started,es_gradcpt_key_resp.started,enter_advance_gradcpt.started,ES_gradcpt.stopped,ES_loop.es_gradcpt_slider.response,ES_loop.es_gradcpt_slider.rt,ES_loop.es_gradcpt_key_resp.keys,ES_loop.es_gradcpt_key_resp.rt,ES_loop.es_gradcpt_key_resp.duration,ES_isi_gradcpt.started,es_gradcpt_isi_text.started,es_gradcpt_isi_text.stopped,ES_isi_gradcpt.stopped,prepare_trial.started,prepare_text.started,prepare_trial.stopped,block_rest.started,block_rest_text.started,block_rest_key_resp.started,block_rest.stopped,blocks.block_rest_key_resp.keys,blocks.block_rest_key_resp.rt,blocks.block_rest_key_resp.duration,debrief.started,debrief_text.started,debrief_resp.started,debrief.stopped,debrief_resp.keys,debrief_resp.rt,debrief_resp.duration,Thanks.started,thanks_text.started,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008353200042620301,0.02264940005261451,5.011149700032547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.011410900042392,5.02542420005193,5.02542420005193,22.45633930002805,space,17.354097300034482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.50109880004311,22.512244300043676,22.512244300043676,54.92760690004798,space,32.402528500009794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
0,0,0,space,3.6071835000184365,None,0.14666666666666667,6.577627599996049,return,1.5259199000429362,None,,,,0,0,0,0,0,0,0,0,0,0,0,0,92.26667790004285,,,,,,,,,,,,,,,,,,,54.94429380004294,54.95547100005206,54.95547100005206,58.578202100005,space,3.6071835000184365,None,58.61058210005285,58.640645700041205,63.61269490001723,63.61347470001783,63.627337000041734,92.2306579000433,92.25142720004078,92.26667790004285,92.26667790004285,92.26667790004285,0.02077970001846552,92.26667790004285,98.85316180001246,98.85316180001246,100.39076760003809,0.14666666666666667,6.577627599996049,return,1.5259199000429362,None,100.39095600001747,100.404415099998,100.91964650002774,100.89094150002347,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
1,0,1,space,3.6071835000184365,None,0.051666666666666694,4.178329100017436,return,1.4657890999806114,None,,,,0,0,0,0,0,0,0,0,1,0,1,0,100.91964650002774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.90105310000945,100.91964650002774,100.91964650002774,100.91964650002774,0.010129600006621331,100.91964650002774,105.1051151000429,105.1051151000429,106.57589440001175,0.051666666666666694,4.178329100017436,return,1.4657890999806114,None,106.57607400004053,106.58942730003037,107.1052962000249,107.07600850000745,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
2,0,2,space,3.6071835000184365,None,0.48333333333333334,3.5466346999746747,return,0.7305764999473467,None,,,,0,0,0,0,0,0,0,0,2,0,2,0,107.1052962000249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.08542970003327,107.1052962000249,107.1052962000249,107.1052962000249,0.009439200046472251,107.1052962000249,110.65669940004591,110.65669940004591,111.39376460004132,0.48333333333333334,3.5466346999746747,return,0.7305764999473467,None,111.39394999999786,111.40787960001035,111.92299740004819,111.89427990000695,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
3,0,3,space,3.6071835000184365,None,0.72,4.180519599991385,return,0.5343301999964751,None,,,,0,0,0,0,0,0,0,0,3,0,3,0,111.92299740004819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.90295970003353,111.92299740004819,111.92299740004819,111.92299740004819,0.008699400001205504,111.92299740004819,116.10845640004845,116.10845640004845,116.6457372000441,0.72,4.180519599991385,return,0.5343301999964751,None,116.64591760002077,116.65939410001738,117.17446110001765,117.1458567000227,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
4,0,4,space,3.6071835000184365,None,0.10833333333333334,5.630601999990176,return,0.6558684000046924,None,,,,0,0,0,0,0,0,0,0,4,0,4,0,117.17446110001765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.15599840000505,117.17446110001765,117.17446110001765,117.17446110001765,0.010162700025830418,117.17446110001765,122.81013769999845,122.81013769999845,123.4811474000453,0.10833333333333334,5.630601999990176,return,0.6558684000046924,None,123.48133630002849,123.49493670003721,124.01041600003373,123.98074990004534,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
5,0,5,space,3.6071835000184365,None,0.6766666666666666,7.4310511000221595,return,0.7079131999635138,None,,,,0,0,0,0,0,0,0,0,5,0,5,0,124.01041600003373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.99044270004379,124.01041600003373,124.01041600003373,124.01041600003373,0.009711299964692444,124.01041600003373,131.44629530003294,131.44629530003294,132.16689330001827,0.6766666666666666,7.4310511000221595,return,0.7079131999635138,None,132.16708149999613,132.18087010004092,132.68068340001628,132.66730060003465,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
0,0,0,space,3.6071835000184365,None,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.67164260003483,132.68068340001628,137.66836790001253,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
0,0,0,space,3.6071835000184365,None,0.11333333333333334,2.793205499998294,return,1.0891178000019863,None,,,,0,0,0,0,1,0,1,0,0,0,0,0,158.1038191000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.66853439999977,137.68317970004864,158.07835409999825,158.08745300001465,158.1038191000116,158.1038191000116,158.1038191000116,0.009113600011914968,158.1038191000116,160.90527909999946,160.90527909999946,162.0093752000248,0.11333333333333334,2.793205499998294,return,1.0891178000019863,None,162.00955820002127,162.02326400001766,162.5385174000403,162.50990340003045,,,,,,,,,,,,,,,,,,,,,791963,001,2024-09-16_16h13.18.070,gradcptpy,2024.2.1post4,61.06489856472805,2024-09-16 16h13.26.058848 -0400,
