thisN,thisTrialN,thisRepN,block_start_key_resp.keys,block_start_key_resp.rt,block_start_key_resp.duration,es_gradcpt_slider.response,es_gradcpt_slider.rt,es_gradcpt_key_resp.keys,es_gradcpt_key_resp.rt,es_gradcpt_key_resp.duration,block_rest_key_resp.keys,block_rest_key_resp.rt,block_rest_key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ES_loop.thisRepN,ES_loop.thisTrialN,ES_loop.thisN,ES_loop.thisIndex,thisRow.t,notes,estimate_frame_rate.started,frame_rate_prompt.started,estimate_frame_rate.stopped,welcome.started,welcome_key_resp.started,welcome_text.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,gradcpt_prep.started,gradcpt_prep_text.started,key_resp.started,gradcpt_prep.stopped,key_resp.keys,key_resp.rt,key_resp.duration,block_start.started,black_start_text.started,block_start_key_resp.started,block_start.stopped,blocks.block_start_key_resp.keys,blocks.block_start_key_resp.rt,blocks.block_start_key_resp.duration,prepare_block.started,prepare_block_text.started,prepare_block.stopped,gradcpt_stim.started,gradcpt_image.started,gradcpt_stim.stopped,ES_gradcpt.started,es_text_component_gradcpt.started,es_gradcpt_slider.started,low_anchor_gradcpt.started,es_gradcpt_mouse.started,high_anchor_gradcpt.started,es_gradcpt_key_resp.started,enter_advance_gradcpt.started,ES_gradcpt.stopped,ES_loop.es_gradcpt_slider.response,ES_loop.es_gradcpt_slider.rt,ES_loop.es_gradcpt_key_resp.keys,ES_loop.es_gradcpt_key_resp.rt,ES_loop.es_gradcpt_key_resp.duration,ES_isi_gradcpt.started,es_gradcpt_isi_text.started,es_gradcpt_isi_text.stopped,ES_isi_gradcpt.stopped,prepare_trial.started,prepare_text.started,prepare_trial.stopped,block_rest.started,block_rest_text.started,block_rest_key_resp.started,block_rest.stopped,blocks.block_rest_key_resp.keys,blocks.block_rest_key_resp.rt,blocks.block_rest_key_resp.duration,debrief.started,debrief_text.started,debrief_resp.started,debrief.stopped,debrief_resp.keys,debrief_resp.rt,debrief_resp.duration,Thanks.started,thanks_text.started,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
5,0,5,space,1.636626700000079,None,0.505,0.6476067999999486,return,0.06311160000007021,None,,,,0,0,0,0,1,0,1,0,5,0,5,0,85.28113489999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.26110349999999,85.28113489999998,85.28113489999998,85.28113489999998,0.00949809999997342,85.28113489999998,85.93231890000004,85.93231890000004,86.00335949999999,0.505,0.6476067999999486,return,0.06311160000007021,None,86.00357470000006,86.01576009999997,86.53263240000001,86.50320269999997,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
1,0,1,space,1.636626700000079,None,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.50573099999997,,86.50576209999997,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
0,0,0,space,1.636626700000079,None,,,,,,space,1.7826427999999623,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.51977350000004,86.53263240000001,86.53263240000001,88.3223577,space,1.7826427999999623,None,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
0,0,0,space,3.0800801999999976,None,0.6183333333333333,1.7762387999999874,return,0.06533119999994597,None,,,,1,0,1,0,0,0,0,0,0,0,0,0,132.46471499999996,,,,,,,,,,,,,,,,,,,88.32254520000004,88.33521570000005,88.33521570000005,91.42580499999997,space,3.0800801999999976,None,91.45962689999999,91.47102960000007,96.46330910000006,96.46450330000005,96.47729049999998,132.44062889999998,132.45008500000006,132.46471499999996,132.46471499999996,132.46471499999996,0.009465699999964272,132.46471499999996,134.2505033,134.2505033,134.3214891,0.6183333333333333,1.7762387999999874,return,0.06533119999994597,None,134.3217141,134.33381210000005,134.85058290000006,134.8215222,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
1,0,1,space,3.0800801999999976,None,0.35833333333333334,0.7484825999999885,return,None,None,,,,1,0,1,0,0,0,0,0,1,0,1,0,134.85058290000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.83081189999996,134.85058290000006,134.85058290000006,134.85058290000006,0.009306899999955931,134.85058290000006,135.60190209999996,135.60190209999996,135.68999570000005,0.35833333333333334,0.7484825999999885,return,None,None,135.69018890000007,135.70194709999998,136.21888890000002,136.18952000000002,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
2,0,2,space,3.0800801999999976,None,0.6416666666666666,0.5147263999999723,return,0.3597302000000582,None,,,,1,0,1,0,0,0,0,0,2,0,2,0,136.21888890000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1976075,136.21888890000002,136.21888890000002,136.21888890000002,0.008103099999971164,136.21888890000002,136.73640680000005,136.73640680000005,137.10781340000005,0.6416666666666666,0.5147263999999723,return,0.3597302000000582,None,137.10802290000004,137.12023290000002,137.6369456,137.60757360000002,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
3,0,3,space,3.0800801999999976,None,0.4683333333333333,0.3807699000000184,return,0.015222099999959937,None,,,,1,0,1,0,0,0,0,0,3,0,3,0,137.6369456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.61566389999996,137.6369456,137.6369456,137.6369456,0.008105499999942367,137.6369456,138.02108369999996,138.02108369999996,138.04217730000005,0.4683333333333333,0.3807699000000184,return,0.015222099999959937,None,138.04240160000006,138.05440740000006,138.571284,138.54183609999995,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
4,0,4,space,3.0800801999999976,None,0.6633333333333333,0.6137021000000686,return,0.006942099999946549,None,,,,1,0,1,0,0,0,0,0,4,0,4,0,138.571284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.55117959999995,138.571284,138.571284,138.571284,0.009357599999930244,138.571284,139.18898920000004,139.18898920000004,139.2100256,0.6633333333333333,0.6137021000000686,return,0.006942099999946549,None,139.21023479999997,139.22234620000006,139.7393379,139.70978550000007,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
5,0,5,space,3.0800801999999976,None,0.62,0.6805137000000059,return,0.032805199999984325,None,,,,1,0,1,0,0,0,0,0,5,0,5,0,139.7393379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.7193039,139.7393379,139.7393379,139.7393379,0.009532400000011876,139.7393379,140.42368720000002,140.42368720000002,140.46165380000002,0.62,0.6805137000000059,return,0.032805199999984325,None,140.46187080000004,140.4737179,140.97440719999997,140.9612416,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
0,0,0,space,3.0800801999999976,None,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.96695220000004,140.97440719999997,145.9667627,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
0,0,0,space,3.0800801999999976,None,0.6716666666666666,1.8127319999999827,return,0.2143929000000071,None,,,,1,0,1,0,1,0,1,0,0,0,0,0,159.04314150000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.9669497,145.98019280000005,159.0161898,159.02541610000003,159.04314150000005,159.04314150000005,159.04314150000005,0.009246800000028088,159.04314150000005,160.86218270000006,160.86218270000006,161.08340850000002,0.6716666666666666,1.8127319999999827,return,0.2143929000000071,None,161.08363540000005,161.09581049999997,161.61242249999998,161.58317450000004,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
1,0,1,space,3.0800801999999976,None,0.31666666666666665,0.43081359999996494,return,0.049680999999964115,None,,,,1,0,1,0,1,0,1,0,1,0,1,0,161.61242249999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.59118109999997,161.61242249999998,161.61242249999998,161.61242249999998,0.008021900000017013,161.61242249999998,162.04673030000004,162.04673030000004,162.10115580000002,0.31666666666666665,0.43081359999996494,return,0.049680999999964115,None,162.10138140000004,162.11363889999996,162.6301777,162.60084029999996,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
2,0,2,space,3.0800801999999976,None,0.6216666666666667,0.480651899999998,return,0.0017633999999588923,None,,,,1,0,1,0,1,0,1,0,2,0,2,0,162.6301777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.61019220000003,162.6301777,162.6301777,162.6301777,0.009369699999979275,162.6301777,163.11451739999995,163.11451739999995,163.11936839999998,0.6216666666666667,0.480651899999998,return,0.0017633999999588923,None,163.11957989999996,163.13132700000006,163.64797870000007,163.61858540000003,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
3,0,3,space,3.0800801999999976,None,0.41833333333333333,0.4807399000000032,return,0.02455710000003819,None,,,,1,0,1,0,1,0,1,0,3,0,3,0,163.64797870000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.62698439999997,163.64797870000007,163.64797870000007,163.64797870000007,0.00841390000005049,163.64797870000007,164.13227589999997,164.13227589999997,164.17020320000006,0.41833333333333333,0.4807399000000032,return,0.02455710000003819,None,164.17041010000003,164.18228910000005,164.69921569999997,164.66977599999996,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
4,0,4,space,3.0800801999999976,None,0.6566666666666667,0.5640149999999267,return,0.049775599999975384,None,,,,1,0,1,0,1,0,1,0,4,0,4,0,164.69921569999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6787531,164.69921569999997,164.69921569999997,164.69921569999997,0.00899549999996907,164.69921569999997,165.2667391,165.2667391,165.32160640000006,0.6566666666666667,0.5640149999999267,return,0.049775599999975384,None,165.3218293,165.3335227,165.85020250000002,165.82102340000006,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
5,0,5,space,3.0800801999999976,None,0.42666666666666664,0.4638060999999425,return,0.05912019999993845,None,,,,1,0,1,0,1,0,1,0,5,0,5,0,165.85020250000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.83065569999997,165.85020250000002,165.85020250000002,165.85020250000002,0.00964740000006259,165.85020250000002,166.31792070000006,166.31792070000006,166.389278,0.42666666666666664,0.4638060999999425,return,0.05912019999993845,None,166.38948589999995,166.40145570000004,166.9018532,166.88888570000006,,,,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
1,0,1,space,3.0800801999999976,None,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.89145210000004,,166.891484,,,,,,,,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
1,0,1,space,3.0800801999999976,None,,,,,,space,1.5352533000000221,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.89845509999998,166.9018532,166.9018532,168.44088369999997,space,1.5352533000000221,None,,,,,,,,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.44593640000005,168.4536101,168.4536101,169.40878050000003,space,0.9445853999999372,None,,,,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.4088349,169.4212827,174.41307949999998,064424,001,2024-09-13_16h55.33.818,gradcptpy,2024.2.1post4,59.93515016749171,2024-09-13 16h55.38.922700 -0400,
