thisRow.t,notes,estimate_frame_rate.started,frame_rate_prompt.started,estimate_frame_rate.stopped,welcome.started,welcome_key_resp.started,welcome_text.started,welcome.stopped,welcome_key_resp.keys,welcome_key_resp.rt,welcome_key_resp.duration,gradcpt_prep.started,gradcpt_prep_text.started,key_resp.started,gradcpt_prep.stopped,key_resp.keys,key_resp.rt,key_resp.duration,gradcpt_stim.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.019237700034864247,0.03343429998494685,5.0051777000771835,,,,,,,,,,,,,,,,550385,001,2024-09-19_17h29.38.346,gradcptpy,2024.2.1post4,60.11002537451029,2024-09-19 17h29.46.164289 -0400,
,,,,,5.005611500004306,5.019668800057843,5.019668800057843,17.21841630002018,space,12.179008499952033,None,,,,,,,,,550385,001,2024-09-19_17h29.38.346,gradcptpy,2024.2.1post4,60.11002537451029,2024-09-19 17h29.46.164289 -0400,
,,,,,,,,,,,,17.250153600005433,17.25411019998137,17.25411019998137,17.709929900011048,space,0.4407508000731468,None,,550385,001,2024-09-19_17h29.38.346,gradcptpy,2024.2.1post4,60.11002537451029,2024-09-19 17h29.46.164289 -0400,
,,,,,,,,,,,,,,,,,,,17.7100779999746,,,,,,,,
