subject,total_runtime_mins,dom_key,nondom_key,gradcpt_trial,frame_count,transition_step,coherence,condition,resp_key,rt
212124,0.2865822,j,f,1,48,48,1.0,dom,0,0
212124,0.3002132166666666,j,f,2,96,48,1.0,dom,0,0
212124,0.31383395000000003,j,f,3,144,48,1.0,dom,0,0
212124,0.3274529666666667,j,f,4,192,48,1.0,dom,0,0
212124,0.3410839666666667,j,f,5,240,48,1.0,dom,0,0
212124,0.3547193666666667,j,f,6,288,48,1.0,dom,0,0
212124,0.36834406666666664,j,f,7,336,48,1.0,dom,0,0
212124,0.38196265,j,f,8,384,48,1.0,nondom,0,0
212124,0.39559483333333334,j,f,9,432,48,1.0,nondom,0,0
212124,0.40920805,j,f,10,480,48,1.0,dom,0,0
212124,0.42284075,j,f,11,528,48,1.0,dom,0,0
212124,0.4364652833333333,j,f,12,576,48,1.0,dom,0,0
212124,0.45008618333333333,j,f,13,624,48,1.0,dom,0,0
212124,0.4637332,j,f,14,672,48,1.0,dom,0,0
212124,0.4773476,j,f,15,720,48,1.0,dom,0,0
212124,0.4909654,j,f,16,768,48,1.0,dom,0,0
212124,0.5046005833333334,j,f,17,816,48,1.0,dom,0,0
212124,0.5182140166666667,j,f,18,864,48,1.0,dom,0,0
212124,0.53185955,j,f,19,912,48,1.0,dom,0,0
212124,0.5454723833333334,j,f,20,960,48,1.0,dom,0,0
212124,0.5591012666666667,j,f,21,1008,48,1.0,dom,0,0
212124,0.5727381833333334,j,f,22,1056,48,1.0,dom,0,0
212124,0.5864896333333333,j,f,23,1104,48,1.0,dom,0,0
212124,0.5999716500000001,j,f,24,1152,48,1.0,dom,0,0
212124,0.6136018666666666,j,f,25,1200,48,1.0,dom,0,0
212124,0.6272283166666667,j,f,26,1248,48,1.0,dom,0,0
212124,0.6408847166666667,j,f,27,1296,48,1.0,dom,0,0
212124,0.6544898833333334,j,f,28,1344,48,1.0,dom,0,0
212124,0.6680987166666666,j,f,29,1392,48,1.0,dom,0,0
212124,0.6817509166666667,j,f,30,1440,48,1.0,dom,0,0
212124,0.6953808499999999,j,f,31,1488,48,1.0,dom,0,0
212124,0.7089809666666667,j,f,32,1536,48,1.0,dom,0,0
212124,0.7226044666666667,j,f,33,1584,48,1.0,dom,0,0
212124,0.7362367166666667,j,f,34,1632,48,1.0,dom,0,0
212124,0.7498700333333334,j,f,35,1680,48,1.0,dom,0,0
212124,0.7634844,j,f,36,1728,48,1.0,dom,0,0
212124,0.7771068666666667,j,f,37,1776,48,1.0,dom,0,0
212124,0.7907379333333334,j,f,38,1824,48,1.0,dom,0,0
212124,0.8043523166666666,j,f,39,1872,48,1.0,dom,0,0
212124,0.81800615,j,f,40,1920,48,1.0,dom,0,0
212124,1.0813188333333335,j,f,41,1968,48,1.0,dom,0,0
212124,1.0949390833333332,j,f,42,2016,48,1.0,dom,0,0
212124,1.1085730333333332,j,f,43,2064,48,1.0,dom,0,0
212124,1.12220305,j,f,44,2112,48,1.0,dom,0,0
212124,1.1358288833333332,j,f,45,2160,48,1.0,dom,0,0
212124,1.14945105,j,f,46,2208,48,1.0,dom,0,0
212124,1.1630745166666665,j,f,47,2256,48,1.0,dom,0,0
212124,1.17670755,j,f,48,2304,48,1.0,nondom,0,0
212124,1.1903364333333333,j,f,49,2352,48,1.0,nondom,0,0
212124,1.2039528333333334,j,f,50,2400,48,1.0,dom,0,0
212124,1.2175847333333332,j,f,51,2448,48,1.0,dom,0,0
212124,1.23120725,j,f,52,2496,48,1.0,dom,0,0
212124,1.2448239166666668,j,f,53,2544,48,1.0,dom,0,0
212124,1.2584593166666667,j,f,54,2592,48,1.0,dom,0,0
212124,1.2720875333333335,j,f,55,2640,48,1.0,dom,0,0
212124,1.2857087333333332,j,f,56,2688,48,1.0,dom,0,0
212124,1.2993258333333333,j,f,57,2736,48,1.0,dom,0,0
212124,1.3129570333333334,j,f,58,2784,48,1.0,dom,0,0
212124,1.3265867166666667,j,f,59,2832,48,1.0,dom,0,0
212124,1.3402181000000002,j,f,60,2880,48,1.0,dom,0,0
212124,1.3538347166666667,j,f,61,2928,48,1.0,dom,0,0
212124,1.3674584833333334,j,f,62,2976,48,1.0,nondom,0,0
212124,1.3810894666666667,j,f,63,3024,48,1.0,nondom,0,0
212124,1.3947261166666667,j,f,64,3072,48,1.0,dom,0,0
212124,1.4083441833333334,j,f,65,3120,48,1.0,dom,0,0
212124,1.4219648,j,f,66,3168,48,1.0,dom,0,0
212124,1.4355801333333333,j,f,67,3216,48,1.0,dom,0,0
212124,1.44922,j,f,68,3264,48,1.0,dom,0,0
212124,1.4628364333333332,j,f,69,3312,48,1.0,nondom,0,0
212124,1.4764677333333334,j,f,70,3360,48,1.0,dom,0,0
212124,1.4900858166666666,j,f,71,3408,48,1.0,dom,0,0
212124,1.50373205,j,f,72,3456,48,1.0,dom,0,0
212124,1.5173511833333333,j,f,73,3504,48,1.0,dom,0,0
212124,1.53096945,j,f,74,3552,48,1.0,nondom,0,0
212124,1.5445898666666666,j,f,75,3600,48,1.0,dom,0,0
212124,1.5582123166666666,j,f,76,3648,48,1.0,dom,0,0
212124,1.5718426,j,f,77,3696,48,1.0,dom,0,0
212124,1.5854779333333333,j,f,78,3744,48,1.0,dom,0,0
212124,1.5990946000000001,j,f,79,3792,48,1.0,dom,0,0
212124,1.6127233666666667,j,f,80,3840,48,1.0,dom,0,0
