subject,total_runtime_mins,dom_key,nondom_key,gradcpt_trial,frame_count,transition_step,coherence,condition,resp_key,rt
939681,1.9679706000000001,j,f,1,46,46,0.9583333333333334,dom,j,0.760751
939681,1.9807763666666667,j,f,2,91,43,0.8958333333333334,dom,j,0.718239
939681,1.9924430499999999,j,f,3,132,36,0.75,dom,j,0.601001
939681,2.00504465,j,f,4,176,32,0.6666666666666666,dom,j,0.539994
939681,2.0180237333333335,j,f,5,222,30,0.625,dom,j,0.500839
939681,2.0302555333333334,j,f,6,265,25,0.5208333333333334,dom,j,0.41701
939681,2.04333995,j,f,7,311,23,0.4791666666666667,dom,j,0.38505
939681,2.0563976999999998,j,f,8,357,21,0.4375,dom,j,0.350513
939681,2.0711320333333334,j,f,9,409,25,0.5208333333333334,nondom,j,0.416949
939681,2.0861568666666668,j,f,10,462,30,0.625,dom,j,0.501591
939681,2.0986730666666666,j,f,11,506,26,0.5416666666666666,dom,j,0.434074
939681,2.114523166666667,j,f,12,562,34,0.7083333333333334,dom,j,0.568008
939681,2.1287019166666665,j,f,13,612,36,0.75,dom,j,0.600805
939681,2.1417695833333337,j,f,14,658,34,0.7083333333333334,dom,j,0.568132
939681,2.154836,j,f,15,704,32,0.6666666666666666,dom,j,0.533956
939681,2.1684717333333334,j,f,16,752,32,0.6666666666666666,dom,j,0.535236
939681,2.1804209833333332,j,f,17,794,26,0.5416666666666666,nondom,j,0.434048
939681,2.1937675333333333,j,f,18,841,25,0.5208333333333334,dom,j,0.417243
939681,2.206831616666667,j,f,19,887,23,0.4791666666666667,dom,j,0.382875
939681,2.2207345166666665,j,f,20,936,24,0.5,dom,j,0.400073
939681,2.2382580499999998,j,f,21,998,38,0.7916666666666666,dom,j,0.634043
939681,2.2549324166666667,j,f,22,1056,48,1.0,nondom,0,0.0
939681,2.2649494166666666,j,f,23,1092,36,0.75,dom,j,0.60102
939681,2.2794125166666666,j,f,24,1143,39,0.8125,dom,j,0.650855
939681,2.291929166666667,j,f,25,1187,35,0.7291666666666666,dom,j,0.583933
939681,2.3058435166666666,j,f,26,1236,36,0.75,dom,j,0.600938
939681,2.3200222166666666,j,f,27,1286,38,0.7916666666666666,dom,j,0.634793
939681,2.333355416666667,j,f,28,1333,37,0.7708333333333334,dom,j,0.617053
939681,2.348094,j,f,29,1385,41,0.8541666666666666,dom,j,0.684235
939681,2.3611752166666666,j,f,30,1431,39,0.8125,dom,j,0.650916
939681,2.37396255,j,f,31,1476,36,0.75,dom,j,0.601041
939681,2.3886987,j,f,32,1528,40,0.8333333333333334,dom,j,0.667916
939681,2.4026127833333333,j,f,33,1577,41,0.8541666666666666,dom,j,0.684894
939681,2.418450466666667,j,f,34,1632,48,1.0,nondom,0,0.0
939681,2.4301247833333335,j,f,35,1674,42,0.875,dom,j,0.700459
939681,2.4457057166666667,j,f,36,1728,48,1.0,dom,0,0.0
939681,2.447088716666667,j,f,37,1733,5,0.10416666666666667,dom,j,0.08298
939681,2.4598844333333334,j,f,38,1778,2,0.041666666666666664,dom,j,0.03299
939681,2.4735029666666666,j,f,39,1826,2,0.041666666666666664,dom,j,0.032988
939681,2.48630615,j,f,39,1872,48,1.0,dom,j,0.801179
939681,2.497702433333333,j,f,40,1912,40,0.8333333333333334,dom,j,0.667782
939681,2.5088247333333333,j,f,41,1951,31,0.6458333333333334,dom,j,0.517172
939681,2.7571409333333334,j,f,42,1999,31,0.6458333333333334,dom,j,14.598671
939681,2.770772033333333,j,f,43,2047,31,0.6458333333333334,dom,j,0.517962
939681,2.782725816666667,j,f,44,2089,25,0.5208333333333334,dom,j,0.416915
939681,2.7966423000000002,j,f,45,2138,26,0.5416666666666666,dom,j,0.435042
939681,2.8097081166666666,j,f,46,2184,24,0.5,dom,j,0.400839
939681,2.822494583333333,j,f,47,2229,21,0.4375,dom,j,0.34993
939681,2.8369605833333336,j,f,48,2280,24,0.5,dom,j,0.400981
939681,2.8511331333333336,j,f,49,2330,26,0.5416666666666666,dom,j,0.433937
939681,2.864762,j,f,50,2378,26,0.5416666666666666,dom,j,0.433859
939681,2.8781111999999998,j,f,51,2425,25,0.5208333333333334,dom,j,0.417043
939681,2.8914544,j,f,52,2472,24,0.5,dom,j,0.40105
939681,2.90369475,j,f,53,2515,19,0.3958333333333333,dom,j,0.3173
939681,2.9178755499999998,j,f,54,2565,21,0.4375,nondom,j,0.351011
939681,2.9337266333333334,j,f,55,2621,29,0.6041666666666666,dom,j,0.484158
939681,2.9470745333333332,j,f,56,2668,28,0.5833333333333334,dom,j,0.467982
939681,2.9607086,j,f,57,2716,28,0.5833333333333334,dom,j,0.468026
939681,2.97654465,j,f,58,2772,36,0.75,dom,j,0.600878
939681,2.991010316666667,j,f,59,2823,39,0.8125,dom,j,0.65101
939681,3.004081333333333,j,f,60,2869,37,0.7708333333333334,dom,j,0.617891
939681,3.0157633666666666,j,f,61,2910,30,0.625,dom,j,0.500986
939681,3.028818766666667,j,f,62,2956,28,0.5833333333333334,dom,j,0.467242
939681,3.042172266666667,j,f,63,3003,27,0.5625,dom,j,0.45031
939681,3.0563592,j,f,64,3053,29,0.6041666666666666,dom,j,0.484842
939681,3.0705293166666667,j,f,65,3103,31,0.6458333333333334,dom,j,0.517316
939681,3.0847151999999998,j,f,66,3153,33,0.6875,dom,j,0.551134
939681,3.0977836,j,f,67,3199,31,0.6458333333333334,dom,j,0.516832
939681,3.1108533499999997,j,f,68,3245,29,0.6041666666666666,nondom,j,0.484162
939681,3.124482233333333,j,f,69,3293,29,0.6041666666666666,dom,j,0.483843
939681,3.1370073499999998,j,f,70,3337,25,0.5208333333333334,dom,j,0.418397
939681,3.1517309,j,f,71,3389,29,0.6041666666666666,dom,j,0.484414
939681,3.1664677666666665,j,f,72,3441,33,0.6875,dom,j,0.551035
939681,3.18176555,j,f,73,3495,39,0.8125,dom,j,0.650932
939681,3.194828966666667,j,f,74,3541,37,0.7708333333333334,dom,j,0.616829
939681,3.20734845,j,f,75,3585,33,0.6875,dom,j,0.551236
939681,3.2206949,j,f,76,3632,32,0.6666666666666666,dom,j,0.533876
939681,3.4740296666666666,j,f,77,3682,34,0.7083333333333334,dom,j,14.916179
939681,3.4898745,j,f,78,3738,42,0.875,dom,j,0.70077
939681,3.5054408166666664,j,f,79,3792,48,1.0,nondom,0,0.0
939681,3.5154708666666665,j,f,80,3828,36,0.75,nondom,j,0.601803
