subject,total_runtime_mins,dom_key,nondom_key,gradcpt_trial,frame_count,transition_step,coherence,condition,resp_key,rt
939681,0.14881348333333333,j,f,1,36,36,0.75,dom,j,0.585929
939681,0.16604418333333332,j,f,2,96,48,1.0,nondom,0,0.0
939681,0.1763323,j,f,3,133,37,0.7708333333333334,dom,j,0.617287
939681,0.19108593333333335,j,f,4,185,41,0.8541666666666666,dom,j,0.685283
939681,0.20470523333333332,j,f,5,233,41,0.8541666666666666,dom,j,0.685127
939681,0.21832111666666665,j,f,6,281,41,0.8541666666666666,dom,j,0.683996
939681,0.23416626666666665,j,f,7,336,48,1.0,nondom,0,0.0
939681,0.24391248333333332,j,f,8,371,35,0.7291666666666666,dom,j,0.584773
939681,0.2605979333333333,j,f,9,430,46,0.9583333333333334,dom,j,0.768071
939681,0.273941,j,f,10,477,45,0.9375,dom,j,0.7516
939681,0.28672568333333337,j,f,11,522,42,0.875,dom,j,0.701104
939681,0.3023072333333333,j,f,12,576,48,1.0,nondom,0,0.0
939681,0.31342431666666665,j,f,13,616,40,0.8333333333333334,dom,j,0.667025
939681,0.3284523333333333,j,f,14,669,45,0.9375,dom,j,0.751404
939681,0.34179923333333334,j,f,15,716,44,0.9166666666666666,dom,j,0.734835
939681,0.35680303333333335,j,f,16,768,48,1.0,nondom,0,0.0
939681,0.36737516666666664,j,f,17,806,38,0.7916666666666666,dom,j,0.634328
939681,0.3809938666666667,j,f,18,854,38,0.7916666666666666,dom,j,0.634033
939681,0.3946335833333333,j,f,19,902,38,0.7916666666666666,dom,j,0.635379
939681,0.40796768333333333,j,f,20,949,37,0.7708333333333334,dom,j,0.618104
939681,0.42131935,j,f,21,996,36,0.75,dom,j,0.601116
939681,0.4349504,j,f,22,1044,36,0.75,dom,j,0.601935
939681,0.44801749999999996,j,f,23,1090,34,0.7083333333333334,dom,j,0.567877
939681,0.4619229,j,f,24,1139,35,0.7291666666666666,dom,j,0.584924
939681,0.4758256,j,f,25,1188,36,0.75,dom,j,0.601167
939681,0.48916805,j,f,26,1235,35,0.7291666666666666,dom,j,0.584617
939681,0.5047354,j,f,27,1290,42,0.875,dom,j,0.700117
939681,0.5164173333333334,j,f,28,1331,35,0.7291666666666666,dom,j,0.583954
939681,0.5300523833333333,j,f,29,1379,35,0.7291666666666666,dom,j,0.584179
939681,0.5439417333333334,j,f,30,1428,36,0.75,dom,j,0.600439
939681,0.5581246,j,f,31,1478,38,0.7916666666666666,dom,j,0.634048
939681,0.5703584166666666,j,f,32,1521,33,0.6875,dom,j,0.550957
939681,0.5834309333333334,j,f,33,1567,31,0.6458333333333334,dom,j,0.517306
939681,0.5965304833333334,j,f,34,1613,29,0.6041666666666666,dom,j,0.485966
939681,0.6095831666666667,j,f,35,1659,27,0.5625,nondom,j,0.451138
939681,0.6276505833333333,j,f,36,1723,43,0.8958333333333334,dom,j,0.717164
939681,0.64016915,j,f,37,1767,39,0.8125,dom,j,0.652146
