subject,block,total_runtime_mins,dom_key,gradcpt_trial,frame_count,transition_step,coherence,condition,resp_key,rt
064424,0,0.22704995,f,1,36,36,0.75,dom,f,5.590835
064424,0,0.24011786666666665,f,2,82,34,0.7083333333333334,dom,f,0.567146
064424,0,0.25347563333333334,f,3,129,33,0.6875,dom,f,0.551285
064424,0,0.26738316666666667,f,4,178,34,0.7083333333333334,dom,f,0.568338
064424,0,0.28350576666666666,f,5,235,43,0.8958333333333334,dom,f,0.718436
064424,0,0.29768285,f,6,285,45,0.9375,dom,f,0.751657
064424,0,0.3115930333333334,f,7,334,46,0.9583333333333334,dom,f,0.767503
064424,0,0.3246619,f,8,380,44,0.9166666666666666,dom,f,0.735148
064424,0,0.33855105,f,9,429,45,0.9375,dom,f,0.750376
064424,0,0.3532883,f,10,480,48,1.0,nondom,0,0.0
064424,0,0.36469436666666666,f,11,521,41,0.8541666666666666,dom,f,0.684364
064424,0,0.3772096833333333,f,12,565,37,0.7708333333333334,dom,f,0.617962
064424,0,0.39111199999999996,f,13,614,38,0.7916666666666666,dom,f,0.634204
064424,0,0.4047355833333333,f,14,662,38,0.7916666666666666,dom,f,0.634475
064424,0,0.4180890666666667,f,15,709,37,0.7708333333333334,dom,f,0.618081
064424,0,0.43199588333333333,f,16,758,38,0.7916666666666666,dom,f,0.634263
064424,0,0.44644671666666663,f,17,809,41,0.8541666666666666,dom,f,0.683856
064424,0,0.45980031666666665,f,18,856,40,0.8333333333333334,dom,f,0.667899
064424,0,0.47286295,f,19,902,38,0.7916666666666666,dom,f,0.633805
064424,0,0.48954909999999996,f,20,960,48,1.0,nondom,0,0.0
064424,0,0.5015141,f,21,1003,43,0.8958333333333334,dom,f,0.7179
064424,0,0.5145787666666667,f,22,1049,41,0.8541666666666666,dom,f,0.684912
064424,0,0.5276495,f,23,1095,39,0.8125,dom,f,0.650787
064424,0,0.5407223666666667,f,24,1141,37,0.7708333333333334,dom,f,0.618258
064424,0,0.5540583666666666,f,25,1188,36,0.75,dom,f,0.600224
064424,0,0.5693612333333333,f,26,1242,42,0.875,dom,f,0.701122
064424,0,0.5838148333333333,f,27,1293,45,0.9375,dom,f,0.750254
064424,0,0.5985477499999999,f,28,1344,48,1.0,nondom,0,0.0
064424,0,0.6113415666666667,f,29,1390,46,0.9583333333333334,dom,f,0.767629
064424,0,0.6238627833333333,f,30,1434,42,0.875,dom,f,0.701289
064424,0,0.63608805,f,31,1477,37,0.7708333333333334,dom,f,0.616554
064424,0,0.6522328166666667,f,32,1534,46,0.9583333333333334,dom,f,0.768503
064424,0,0.66473435,f,33,1578,42,0.875,dom,f,0.701108
064424,0,0.6775366333333334,f,34,1623,39,0.8125,dom,f,0.651041
064424,0,0.6908806166666667,f,35,1670,38,0.7916666666666666,dom,f,0.634337
064424,0,0.7036656333333333,f,36,1715,35,0.7291666666666666,dom,f,0.584079
064424,0,0.7178549333333333,f,37,1765,37,0.7708333333333334,dom,f,0.61798
064424,0,0.7317627666666666,f,38,1814,38,0.7916666666666666,nondom,f,0.635432
064424,0,0.7484271166666667,f,39,1872,48,1.0,nondom,0,0.0
064424,0,0.7615102666666667,f,40,1919,47,0.9791666666666666,dom,f,0.784989
064424,0,0.7734782166666666,f,41,1961,41,0.8541666666666666,dom,f,0.685088
064424,0,0.7871037333333334,f,42,2009,41,0.8541666666666666,dom,f,0.685574
064424,0,0.8001653833333333,f,43,2055,39,0.8125,dom,f,0.651498
064424,0,1.0665626333333333,f,44,2096,32,0.6666666666666666,dom,f,0.501836
064424,0,1.0810146333333333,f,45,2147,35,0.7291666666666666,dom,f,0.584213
064424,0,1.0938050333333333,f,46,2192,32,0.6666666666666666,dom,f,0.534388
064424,0,1.10660085,f,47,2237,29,0.6041666666666666,dom,f,0.484842
064424,0,1.1191148333333334,f,48,2281,25,0.5208333333333334,dom,f,0.417606
064424,0,1.1335790833333335,f,49,2332,28,0.5833333333333334,dom,f,0.467985
064424,0,1.1474776666666666,f,50,2381,29,0.6041666666666666,nondom,f,0.484681
064424,0,1.1622122333333331,f,51,2433,33,0.6875,dom,f,0.550926
064424,0,1.1766814166666668,f,52,2484,36,0.75,dom,f,0.601238
064424,0,1.1908498666666667,f,53,2534,38,0.7916666666666666,dom,f,0.63405
064424,0,1.2075308333333332,f,54,2592,48,1.0,dom,0,0.0
064424,0,1.2077141666666666,f,55,2593,1,0.020833333333333332,dom,f,0.011
064424,0,1.21977115,f,55,2636,44,0.9166666666666666,dom,f,0.734419
064424,0,1.2328439666666666,f,56,2682,42,0.875,dom,f,0.700893
064424,0,1.24590855,f,57,2728,40,0.8333333333333334,dom,f,0.666914
064424,0,1.259825,f,58,2777,41,0.8541666666666666,dom,f,0.684908
064424,0,1.2728914333333334,f,59,2823,39,0.8125,dom,f,0.65103
064424,0,1.2873556166666666,f,60,2874,42,0.875,dom,f,0.701903
